breed_id,pet_id,gender,visit_age_years,visit_age_months,weight_kg,bcs_recorded,bcs_predicted,bcs_source,growth_status,growth_status_binary,preventive_care_visit,healthy_pet_diagnosis,average_adult_breed_weight_kg,source_type
11,955144,F,0.15,1.8,12.202,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955144,F,0.207,2.48,14.969,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955144,F,0.223,2.68,15.966,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955144,F,0.261,3.13,17.463,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955144,F,0.319,3.83,20.457,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955144,F,0.352,4.22,22.906,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955144,F,0.511,6.13,22.906,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955144,F,0.513,6.16,27.76,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955144,F,0.531,6.37,26.581,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955145,MN,0.163,1.96,5.897,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955145,MN,0.218,2.62,7.893,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955145,MN,0.276,3.31,10.614,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955145,MN,0.308,3.7,11.521,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955145,MN,0.341,4.09,13.154,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955145,MN,0.401,4.81,15.558,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955146,M,0.281,3.37,19.187,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955146,M,0.336,4.03,24.177,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955146,M,0.435,5.22,29.347,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955146,M,0.492,5.9,32.659,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955147,M,0.251,3.01,12.111,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955151,M,0.312,3.74,11.476,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955152,MN,0.67,8.04,27.306,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955152,MN,0.711,8.53,27.261,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955152,MN,0.758,9.1,30.844,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955152,MN,0.796,9.55,32.387,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955152,MN,1.25,15.0,36.922,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955153,F,0.144,1.73,0.907,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955153,F,0.18,2.16,5.216,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955154,M,0.267,3.2,11.34,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955155,M,0.169,2.03,8.709,Normal,,Normal,normal_growth,0,N,Y,35.91,real_public_classification_sample
11,955155,M,0.182,2.18,8.845,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955157,M,0.752,9.02,43.908,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955157,M,0.807,9.68,45.178,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955157,M,0.985,11.82,46.357,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955157,M,1.009,12.11,47.038,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955157,M,1.02,12.24,46.085,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955157,M,1.242,14.9,47.264,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955157,M,1.357,16.28,46.947,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955157,M,1.396,16.75,45.405,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955157,M,1.434,17.21,46.584,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955157,M,1.472,17.66,47.038,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955157,M,1.629,19.55,49.442,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955158,M,0.169,2.03,3.357,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955159,M,0.671,8.05,30.255,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955160,F,0.168,2.02,4.491,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955160,F,0.226,2.71,6.532,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955160,F,0.283,3.4,11.158,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955160,F,0.341,4.09,12.61,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955160,F,0.398,4.78,15.241,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955160,F,0.791,9.49,28.213,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955160,F,0.808,9.7,28.304,Normal,,Normal,normal_growth,0,N,Y,35.91,real_public_classification_sample
11,955161,M,0.199,2.39,7.076,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955161,M,0.256,3.07,9.707,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955161,M,0.47,5.64,25.084,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955162,M,0.196,2.35,11.249,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955162,M,0.246,2.95,13.426,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955162,M,0.311,3.73,18.371,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955162,M,0.371,4.45,22.271,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955162,M,0.432,5.18,25.537,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955162,M,0.484,5.81,27.715,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955192,FS,2.503,30.04,34.019,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955240,FS,2.469,29.63,32.16,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955378,FS,2.749,32.99,36.741,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955428,FS,2.418,29.02,42.003,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955428,FS,2.585,31.02,38.828,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955470,FS,2.431,29.17,35.925,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955475,FS,2.031,24.37,35.652,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955505,FS,2.681,32.17,29.937,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955505,FS,2.716,32.59,29.937,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955505,FS,2.793,33.52,29.937,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955648,FS,2.278,27.34,30.844,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955648,FS,2.317,27.8,31.752,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955648,FS,2.355,28.26,31.752,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955648,FS,2.47,29.64,29.03,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955648,FS,2.476,29.71,28.576,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955648,FS,2.486,29.83,29.484,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955648,FS,2.516,30.19,29.484,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955648,FS,2.624,31.49,30.391,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955648,FS,2.637,31.64,32.205,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955648,FS,2.662,31.94,31.298,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955711,MN,0.125,1.5,2.404,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955736,FS,2.415,28.98,29.937,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955736,FS,2.445,29.34,29.302,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955736,FS,2.828,33.94,30.799,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955751,FS,2.012,24.14,33.203,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955751,FS,2.146,25.75,34.156,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955784,MN,1.456,17.47,42.184,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955811,FS,1.401,16.81,32.976,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955864,MN,1.552,18.62,31.752,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955898,M,0.599,7.19,40.823,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955917,M,0.272,3.26,7.756,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955920,FS,2.806,33.67,29.484,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,955940,FS,2.188,26.26,32.795,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,955942,FS,2.561,30.73,30.663,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,955972,F,0.897,10.76,27.17,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956004,F,0.472,5.66,13.063,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956033,FS,1.535,18.42,28.576,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956033,FS,2.21,26.52,29.484,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956073,FS,2.007,24.08,32.931,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956122,FS,2.289,27.47,36.287,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956138,FS,1.032,12.38,21.228,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956149,FS,2.758,33.1,30.754,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956149,FS,2.815,33.78,30.209,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956154,FS,2.122,25.46,28.576,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956170,M,0.407,4.88,14.016,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956197,FS,2.791,33.49,38.283,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956211,FS,2.659,31.91,34.949,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956216,FS,1.971,23.65,42.184,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956228,FS,1.42,17.04,37.512,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956252,F,0.479,5.75,6.804,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956263,MN,0.391,4.69,31.253,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956297,FS,2.503,30.04,32.296,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956303,FS,2.552,30.62,31.116,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956303,FS,2.974,35.69,31.434,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956314,FS,2.002,24.02,36.696,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956314,FS,2.097,25.16,36.015,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956369,FS,2.002,24.02,30.345,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956382,FS,2.081,24.97,30.073,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956382,FS,2.165,25.98,32.795,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956382,FS,2.472,29.66,32.387,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956411,MN,1.095,13.14,26.943,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956417,MN,0.253,3.04,8.346,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956427,FS,2.388,28.66,30.844,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956477,FS,0.417,5.0,18.234,Normal,,Normal,normal_growth,0,N,Y,35.91,real_public_classification_sample
11,956483,MN,2.188,26.26,26.399,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956520,M,1.264,15.17,37.013,Normal,,Normal,normal_growth,0,N,Y,35.91,real_public_classification_sample
11,956522,MN,1.071,12.85,45.768,Normal,,Normal,normal_growth,0,N,Y,35.91,real_public_classification_sample
11,956529,M,2.508,30.1,32.387,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956631,M,0.851,10.21,31.253,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956636,MN,0.39,4.68,12.428,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956663,MN,1.744,20.93,30.844,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956687,MN,0.407,4.88,10.523,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956768,MN,0.259,3.11,10.614,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956773,FS,2.045,24.54,28.712,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956824,M,1.916,22.99,44.906,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956824,M,2.456,29.47,45.359,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956826,FS,2.081,24.97,35.652,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956832,FS,2.343,28.12,34.518,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956832,FS,2.99,35.88,35.834,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956842,M,0.294,3.53,8.029,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956843,MN,0.294,3.53,9.662,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956870,F,0.177,2.12,7.285,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956879,FS,0.125,1.5,4.763,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,956879,FS,0.281,3.37,13.063,Normal,,Normal,normal_growth,0,N,Y,35.91,real_public_classification_sample
11,956879,FS,0.483,5.8,23.224,Normal,,Normal,normal_growth,0,N,Y,35.91,real_public_classification_sample
11,956879,FS,1.032,12.38,35.743,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,956879,FS,1.042,12.5,36.287,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956879,FS,1.895,22.74,46.675,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956879,FS,2.838,34.06,42.91,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,956879,FS,2.879,34.55,45.042,Normal,,Normal,normal_growth,0,N,Y,35.91,real_public_classification_sample
11,956880,FS,2.858,34.3,33.702,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,957036,MN,0.248,2.98,12.927,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,957036,MN,0.272,3.26,14.061,Normal,,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,957042,MN,0.683,8.2,27.079,Normal,,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957131,F,2.106,25.27,17.055,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,957206,FS,2.001,24.01,34.505,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,957210,FS,2.161,25.93,35.38,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,957225,FS,2.018,24.22,35.698,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957225,FS,2.062,24.74,35.698,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
11,957225,FS,2.198,26.38,36.151,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957225,FS,2.48,29.76,36.106,,Normal,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,957225,FS,2.519,30.23,34.246,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957225,FS,2.558,30.7,36.242,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957225,FS,2.804,33.65,36.378,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957225,FS,2.831,33.97,35.38,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957225,FS,2.84,34.08,35.471,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957225,FS,2.872,34.46,35.788,,Normal,Normal,normal_growth,0,N,N,35.91,real_public_classification_sample
11,957286,MN,2.738,32.86,31.752,Normal,,Normal,normal_growth,0,Y,N,35.91,real_public_classification_sample
11,957340,FS,2.437,29.24,32.205,,Normal,Normal,normal_growth,0,Y,Y,35.91,real_public_classification_sample
